TYPE,APT,RWY,PRO,RTE
###本文件系2511导航数据，若需更新导航数据版本请自行更新，格式不变
STAR,ZJHK,28,RUN6ZA,RUNEG HK490 HK480 HK430 HK510 HK412 HK506 HK525 HK524 FI28
STAR,ZJHK,28,RUN7ZA,RUNEG HK490 HK480 HK430 HK510 HK550 HK507 HK506 HK525 HK524 FI28
STAR,ZJHK,28,RUN8ZA,RUNEG HK490 HK480 HK430 HK431 HK530 HK526 HK540 HK537 HK536 HK535 HK525 HK524 FI28
STAR,ZJHK,28,RUN9ZA,RUNEG HK490 HK480 HK430 HK431 HK530 HK526 HK525 HK524 FI28
SID,ZJQH,33,RV,ZJQH
SID,ZJQH,15,RV,ZJQH
STAR,ZJQH,33,RV,ZJQH
STAR,ZJQH,15,RV,ZJQH
SID,ZJQH,15,DOB8YD,BA609 BA610 BA508 IDUPU PORAP DOBVI
SID,ZJQH,15,DOB9YD,BA609 BA610 BA508 BA406 DOBVI
SID,ZJQH,15,GUL9YD,BA609 BA610 BA508 IDUPU GULUN
SID,ZJQH,33,DOB8ZD,BA605 BA509 BA508 IDUPU PORAP DOBVI
SID,ZJQH,33,DOB9ZD,BA605 BA509 DOBVI
SID,ZJQH,33,GUL9ZD,BA605 BA509 BA508 IDUPU GULUN
STAR,ZJQH,15,ANP8YA,ANPIM UPRIS GULUN IDUPU BA409 BA404 BA403 FF15
STAR,ZJQH,15,ANP9YA,ANPIM DOBVI BA404 BA403 FF15
STAR,ZJQH,15,IDU9YA,IDUPU BA409 BA404 BA403 FF15
STAR,ZJQH,33,ANP8ZA,ANPIM UPRIS GULUN IDUPU BA508 BA507 BA504 BA503 FF33
STAR,ZJQH,33,ANP9ZA,ANPIM DOBVI BA509 BA507 BA504 BA503 FF33
STAR,ZJQH,33,IDU9ZA,IDUPU BA508 BA507 BA504 BA503 FF33
SID,ZJSY,26,RV,ZJSY
SID,ZJSY,08,RV,ZJSY
STAR,ZJSY,26,RV,ZJSY
STAR,ZJSY,08,RV,ZJSY
SID,ZJSY,08,KAGU1N,DER08 VEGDO SY604 AGEGI KAGUK
SID,ZJSY,08,KAGU2Q,DER08 VEGDO SY604 AGEGI KAGUK
SID,ZJSY,08,PORA1N,DER08 DOSTA SY802 PORAP
SID,ZJSY,08,PORA2Q,DER08 K DOSTA SY802 PORAP
SID,ZJSY,08,SAVN1N,DER08 VEGDO ATALA SAVNO
SID,ZJSY,08,SAVN2Q,DER08 VEGDO ATALA SAVNO
SID,ZJSY,26,KAGU9Z,DER26 SY706 AGEGI KAGUK
SID,ZJSY,26,PORA7X,DER26 SY704 SY709 DOSTA SY802 PORAP
SID,ZJSY,26,PORA8Y,DER26 SY705 SY709 DOSTA SY802 PORAP
SID,ZJSY,26,PORA9Z,DER26 SY705 DOSTA SY802 PORAP
SID,ZJSY,26,SAVN9Z,DER26 SY705 SY708 ATALA SAVNO
STAR,ZJSY,08,DABU1A,DABUB WL SY468 SY463 SY461 FF08
STAR,ZJSY,08,DABU2C,DABUB WL SY497 SY498 SY461 FF08
STAR,ZJSY,08,DABU3DxILSX,DABUB WL SY935 SY934 SY932 FF08X
STAR,ZJSY,08,KAGU1AxILSX,KAGUK AGEGI SY464 SY462 SY461 SY932 FF08X
STAR,ZJSY,08,KAGU1AxILSZ,KAGUK AGEGI SY464 SY462 SY461 FF08
STAR,ZJSY,08,UPRS1A,UPRIS SY801 WL SY468 SY463 SY461 FF08
STAR,ZJSY,08,UPRS2C,UPRIS SY801 WL SY497 SY498 SY461 FF08
STAR,ZJSY,08,UPRS3DxILSX,UPRIS SY801 WL SY935 SY934 SY932 FF08X
STAR,ZJSY,26,DABU7H,DABUB WL SY935
STAR,ZJSY,26,DABU8J,DABUB WL SY468 SY501 SY504 FF26
STAR,ZJSY,26,DABU9K,DABUB WL SY507 SY506 SY504 FF26
STAR,ZJSY,26,KAGU7H,KAGUK AGEGI SY508 SY468
STAR,ZJSY,26,KAGU8J,KAGUK AGEGI SY508 SY468 SY501 SY504 FF26
STAR,ZJSY,26,KAGU9K,KAGUK AGEGI SYX SY507 SY506 SY504 FF26
STAR,ZJSY,26,UPRS7H,UPRIS SY801 WL SY935
STAR,ZJSY,26,UPRS8J,UPRIS SY801 WL SY468 SY501 SY504 FF26
STAR,ZJSY,26,UPRS9K,UPRIS SY801 WL SY507 SY506 SY504 FF26
SID,ZBYC,26,RV,ZBYC
SID,ZBYC,08,RV,ZBYC
STAR,ZBYC,26,RV,ZBYC
STAR,ZBYC,08,RV,ZBYC
SID,ZBYC,08,BIV09D,YC831 YC832 YC835 BIVAT
SID,ZBYC,08,LIM09D,YC831 YC832 YC833 YC834 YC836 PATVU LIMGI
SID,ZBYC,08,OML08D,YC831 YC832 YC833 YC834 YC836 YC837 OMLIX
SID,ZBYC,08,OML09D,YC831 YC837 OMLIX
SID,ZBYC,26,BIV18D,YC851 YC852 YC853 YC857 YC835 BIVAT
SID,ZBYC,26,BIV19D,YC855 YC856 YC853 YC857 YC835 BIVAT
SID,ZBYC,26,LIM18D,YC851 YC852 YC853 YC854 YC858 PATVU LIMGI
SID,ZBYC,26,LIM19D,YC855 YC856 YC853 YC854 YC858 PATVU LIMGI
SID,ZBYC,26,OML18D,YC851 YC852 YC853 YC854 YC858 YC837 OMLIX
SID,ZBYC,26,OML19D,YC855 YC856 YC853 YC854 YC858 YC837 OMLIX
STAR,ZBYC,08,BIV09A,BIVAT YC808 YC807 YC806 YC805 YC804 FI08
STAR,ZBYC,08,LIM08A,LIMGI PATVU YC809 YC812 YC806 YC805 YC804 FI08
STAR,ZBYC,08,LIM09A,LIMGI PATVU YC811 YC810 YC804 FI08
STAR,ZBYC,08,OML08A,OMLIX YC837 YC807 YC806 YC805 YC804 FI08
STAR,ZBYC,08,OML09A,OMLIX YC837 YC809 YC810 YC804 FI08
STAR,ZBYC,26,BIV19A,BIVAT YC614 YC608 YC607 YC606 YC604 FI26
STAR,ZBYC,26,LIM18A,LIMGI PATVU YC611 YC612 YC609 YC606 YC604 FI26
STAR,ZBYC,26,LIM19A,LIMGI PATVU YC611 YC605 YC615 YC604 FI26
STAR,ZBYC,26,OML19A,OMLIX YC616 YC837 YC610 YC605 YC615 YC604 FI26
SID,ZBYN,31,RV,ZBYN
SID,ZBYN,13,RV,ZBYN
STAR,ZBYN,31,RV,ZBYN
STAR,ZBYN,13,RV,ZBYN
SID,ZBYN,13,ANP8YD,YN401 YN408 ANPIG
SID,ZBYN,13,ANP8ZD,YN401 YN402 YN404 YN406 YN408 ANPIG
SID,ZBYN,13,BIS8ZD,YN401 YN402 YN404 YN406 BISAL
SID,ZBYN,13,OMK8ZD,YN401 YN402 YN404 YN406 YN407 OMKAK
SID,ZBYN,13,TOD8ZD,YN401 YN402 YN404 YN403 YN409 TODAM
SID,ZBYN,13,TON8ZD,YN401 YN402 YN405 ISLEP TONOV
SID,ZBYN,13,UGO8ZD,YN401 YN402 YN404 YN406 YN407 GUINS UGOTU
SID,ZBYN,31,ANP9ZD,YN601 YN602 YN614 YN607 YN608 ANPIG
SID,ZBYN,31,BIS9ZD,YN601 YN602 YN614 YN607 BISAL
SID,ZBYN,31,OMK9ZD,YN601 YN602 YN605 OMKAK
SID,ZBYN,31,TOD9YD,YN601 YN603 YN604 TODAM
SID,ZBYN,31,TOD9ZD,YN601 YN602 YN614 YN607 YN609 YN603 YN604 TODAM
SID,ZBYN,31,TON9YD,YN601 YN603 ISLEP TONOV
SID,ZBYN,31,TON9ZD,YN601 YN602 YN614 YN607 YN609 ISLEP TONOV
SID,ZBYN,31,UGO9ZD,YN601 YN602 YN605 GUINS UGOTU
STAR,ZBYN,13,ANP8ZA,ANPIG YN509 YN508 YN505 YN503 CI13 FI13Z
STAR,ZBYN,13,BIS8ZA,BISAL YN510 YN508 YN505 YN503 CI13 FI13Z
STAR,ZBYN,13,OMK8YA,OMKAK YN506 YN505 YN503 CI13 FI13Z
STAR,ZBYN,13,OMK8ZA,OMKAK YN512 YN510 YN508 YN505 YN503 CI13 FI13Z
STAR,ZBYN,13,TOD8YA,TODAM YN521 YN520 YN504 YN503 CI13 FI13Z
STAR,ZBYN,13,TOD8ZA,TODAM YN521 YN520 YN511 YN507 YN504 YN503 CI13 FI13Z
STAR,ZBYN,13,TUT8ZA,TUTNA NITID YN512 YN510 YN508 YN505 YN503 CI13 FI13Z
STAR,ZBYN,13,VAG8ZA,VAGBI SUGDO YN514 YN511 YN507 YN504 YN503 CI13 FI13Z
STAR,ZBYN,31,ANP9YA,ANPIG YN711 YN708 YN707 YN706 YN704 YN703 FI31Z
STAR,ZBYN,31,ANP9ZA,ANPIG YN711 YN704 YN703 FI31Z
STAR,ZBYN,31,BIS9YA,BISAL YN710 YN708 YN707 YN706 YN704 YN703 FI31Z
STAR,ZBYN,31,BIS9ZA,BISAL YN710 YN708 YN704 YN703 FI31Z
STAR,ZBYN,31,OMK9YA,OMKAK YN712 YN710 YN708 YN707 YN706 YN704 YN703 FI31Z
STAR,ZBYN,31,OMK9ZA,OMKAK YN712 YN710 YN708 YN704 YN703 FI31Z
STAR,ZBYN,31,TOD9ZA,TODAM YN717 YN716 YN715 YN705 YN703 FI31Z
STAR,ZBYN,31,TUT9YA,TUTNA NITID YN712 YN710 YN708 YN707 YN706 YN704 YN703 FI31Z
STAR,ZBYN,31,TUT9ZA,TUTNA NITID YN712 YN710 YN708 YN704 YN703 FI31Z
STAR,ZBYN,31,VAG9ZA,VAGBI SUGDO YN714 YN715 YN705 YN703 FI31Z
SID,ZLDH,26,RV,ZLDH
SID,ZLDH,08,RV,ZLDH
STAR,ZLDH,26,RV,ZLDH
STAR,ZLDH,08,RV,ZLDH
SID,ZLDH,08,BIK09D,DH714 BIKNO
SID,ZLDH,08,NUK09D,DH614 NUKTI
SID,ZLDH,08,TUS09D,DNH TUSLI
SID,ZLDH,08,VIK09D,DH711 DH712 DH713 VIKUP
SID,ZLDH,26,BIK19D,DH714 BIKNO
SID,ZLDH,26,NUK19D,DH614 NUKTI
SID,ZLDH,26,TUS19D,DH616 TUSLI
SID,ZLDH,26,VIK19D,DH715 DH712 DH713 VIKUP
STAR,ZLDH,08,MOV09A,MOVBI DH615 DH603 DH602 FI08
STAR,ZLDH,08,NUK09A,NUKTI DH614 DH603 DH602 FI08
STAR,ZLDH,08,TOD09A,TODOD DH611 DH612 DH703 DH603 DH602 FI08
STAR,ZLDH,08,TUS09A,TUSLI DH616 DH604 DH602 FI08
STAR,ZLDH,26,MOV19A,MOVBI DH615 DH603 DH703 DH702 FF26
STAR,ZLDH,26,NUK19A,NUKTI DH614 DH703 DH702 FF26
STAR,ZLDH,26,TOD19A,TODOD DH611 DH612 DH704 DH702 FF26
STAR,ZLDH,26,TUS19A,TUSLI DH616 DH603 DH703 DH702 FF26
SID,ZLIC,21,RV,ZLIC
SID,ZLIC,03,RV,ZLIC
STAR,ZLIC,21,RV,ZLIC
STAR,ZLIC,03,RV,ZLIC
SID,ZLIC,03,BEL08D,YC501 YC502 YC503 YC721 DWZ BELIP
SID,ZLIC,03,BEL09D,YC504 BELIP
SID,ZLIC,03,DOM08D,YC501 YC502 YC503 YC721 IVTEV DOMVA
SID,ZLIC,03,DOX08D,YC501 YC502 YC506 DOXED
SID,ZLIC,03,OPU08D,YC501 YC502 YC503 YHD YC504 OPULI
SID,ZLIC,03,OPU09D,YC504 OPULI
SID,ZLIC,21,BEL19D,YC601 BELIP
SID,ZLIC,21,DOM18D,DWZ IVTEV DOMVA
SID,ZLIC,21,DOX18D,YC721 YC503 YC506 DOXED
SID,ZLIC,21,OPU18D,YC721 YC503 YHD YC504 OPULI
SID,ZLIC,21,OPU19D,YC504 OPULI
STAR,ZLIC,03,AGV08A,AGVEN YC720 YC719 YC718 YC717 YC713 YC706 YC707 YC708 FF03
STAR,ZLIC,03,IDG08A,IDGOB YC722 YC721 YC718 YC717 YC713 YC706 YC707 YC708 FF03
STAR,ZLIC,03,LUV08A,LUVKO YC705 YC723 YC721 YC718 YC717 YC713 YC706 YC707 YC708 FF03
STAR,ZLIC,03,LUV09A,LUVKO YC705 YC706 YC707 YC708 FF03
STAR,ZLIC,03,OPU08A,OPULI YC504 YC716 YHD YC719 YC718 YC717 YC713 YC706 YC707 YC708 FF03
STAR,ZLIC,03,OPU09A,OPULI YC504 YC716 YC715 YC714 YC706 YC707 YC708 FF03
STAR,ZLIC,21,AGV18A,AGVEN YC820 YC806 YC807 YC808 FF21
STAR,ZLIC,21,IDG18A,IDGOB YC722 YC721 YC719 YC804 YC817 YC816 YC806 YC807 YC808 FF21
STAR,ZLIC,21,LUV18A,LUVKO YC723 YC721 YC719 YC804 YC817 YC816 YC806 YC807 YC808 FF21
STAR,ZLIC,21,LUV19A,LUVKO YC716 YC812 YC811 YC806 YC807 YC808 FF21
STAR,ZLIC,21,OPU18A,OPULI YC504 YC716 YHD YC719 YC804 YC817 YC816 YC806 YC807 YC808 FF21
STAR,ZLIC,21,OPU19A,OPULI YC504 YC716 YC812 YC811 YC806 YC807 YC808 FF21
SID,ZLLL,36R,RV,ZLLL
SID,ZLLL,19,RV,ZLLL
SID,ZLLL,18L,RV,ZLLL
SID,ZLLL,01,RV,ZLLL
STAR,ZLLL,36R,RV,ZLLL
STAR,ZLLL,19,RV,ZLLL
STAR,ZLLL,18L,RV,ZLLL
STAR,ZLLL,01,RV,ZLLL
SID,ZLLL,01,ADPU9H,DER01 LL802 LL807 AGITU ADPUX
SID,ZLLL,01,IRMU8Z,DER01 LL802 LL808 LL809 VIKOV IRMUB
SID,ZLLL,01,IRMU9H,DER01 LL802 LL808 LL809 BIGUX VIKOV IRMUB
SID,ZLLL,01,LELU9H,DER01 LL802 LL803 LL804 EMTOV LL805 ANDIM LELUX
SID,ZLLL,01,OLSU9H,DER01 LL802 LL803 LL806 OLSUG
SID,ZLLL,01,UKBN9H,DER01 LL802 LL808 LL809 BIGUX UKBIN
SID,ZLLL,18L,ADPU6W,LL612 LL614 DJC LL604 AGITU ADPUX
SID,ZLLL,18L,IRMU5Z,LL612 LL613 LL617 VIKOV IRMUB
SID,ZLLL,18L,IRMU6W,LL612 LL613 LL618 BIGUX VIKOV IRMUB
SID,ZLLL,18L,LELU6W,LL612 LL614 DJC EMTOV LL805 ANDIM LELUX
SID,ZLLL,18L,OLSU6W,LL612 LL614 DJC OLSUG
SID,ZLLL,18L,UKBN6W,LL612 LL613 LL618 BIGUX UKBIN
SID,ZLLL,19,ADPU5H,DER19 LL602 LL603 LL604 AGITU ADPUX
SID,ZLLL,19,IRMU4Z,DER19 LL602 LL607 VIKOV IRMUB
SID,ZLLL,19,IRMU5H,DER19 LL602 LL605 BIGUX VIKOV IRMUB
SID,ZLLL,19,LELU5H,DER19 LL602 LL603 LL604 EMTOV LL805 ANDIM LELUX
SID,ZLLL,19,OLSU5H,DER19 LL602 LL603 LL604 OLSUG
SID,ZLLL,19,UKBN5H,DER19 LL602 LL605 BIGUX UKBIN
SID,ZLLL,36R,ADPU8W,LL812 LL813 LL814 LL807 AGITU ADPUX
SID,ZLLL,36R,IRMU7Z,LL812 LL823 LL824 VIKOV IRMUB
SID,ZLLL,36R,IRMU8W,LL812 LL823 LL824 LL809 BIGUX VIKOV IRMUB
SID,ZLLL,36R,LELU8W,LL812 LL813 LL814 LL816 EMTOV LL805 ANDIM LELUX
SID,ZLLL,36R,OLSU8W,LL812 LL813 LL814 LL817 OLSUG
SID,ZLLL,36R,UKBN8W,LL812 LL823 LL824 LL809 BIGUX UKBIN
STAR,ZLLL,01,ESME9K,ESMEX AVBUD PANRA LL916 LL917 LL918 LL922 LL923 LL905 FI01
STAR,ZLLL,01,IDSU9K,IDSUD OVTIB GUGAD LL904 DZH LL905 FI01
STAR,ZLLL,01,ORUN7Z,ORUNA LL920 LL921 LL922 LL923 LL905 FI01
STAR,ZLLL,01,ORUN8M,ORUNA LAXAL LL910 LEBEP LL911 LL912 LL909 LL905 FI01
STAR,ZLLL,01,ORUN9K,ORUNA LAXAL LL910 LEBEP LL921 LL922 LL923 LL905 FI01
STAR,ZLLL,18L,ESME5J,ESMEX AVBUD PANRA LL718 LL720 LL723 LL724 DJC LL711 FI18Z
STAR,ZLLL,18L,IDSU5J,IDSUD LL701 OMLAL LL704 LL705 LL711 FI18Z
STAR,ZLLL,18L,ORUN4Z,ORUNA LL920 LL921 LL722 LL723 LL724 DJC LL711 FI18Z
STAR,ZLLL,18L,ORUN5J,ORUNA LAXAL LL910 LEBEP LL921 LL722 LL723 LL724 DJC LL711 FI18Z
STAR,ZLLL,19,ESME5J,ESMEX AVBUD PANRA LL718 LL720 LL723 LL724 DJC LL706 FI19Z
STAR,ZLLL,19,IDSU5J,IDSUD LL701 OMLAL LL704 LL705 LL706 FI19Z
STAR,ZLLL,19,ORUN4Z,ORUNA LL920 LL921 LL722 LL723 LL724 DJC LL706 FI19Z
STAR,ZLLL,19,ORUN5J,ORUNA LAXAL LL910 LEBEP LL921 LL722 LL723 LL724 DJC LL706 FI19Z
SID,ZLXN,29,RV,ZLXN
SID,ZLXN,11,RV,ZLXN
STAR,ZLXN,29,RV,ZLXN
STAR,ZLXN,11,RV,ZLXN
SID,ZLXN,11,UPV08D,XN803 XN808 UPVOP
SID,ZLXN,29,UPV18D,XN620 XN808 UPVOP
SID,ZLXN,29,UPV19D,XN807 XN808 UPVOP
STAR,ZLXN,11,UPV08A,UPVOP XN808 LED XN820 XN604 XN603 FI11
STAR,ZLXN,29,UPV19A,UPVOP XN818 XN705 XN711 XN703 FI29
SID,ZLXY,23R,RV,ZLXY
SID,ZLXY,23L,RV,ZLXY
SID,ZLXY,05R,RV,ZLXY
SID,ZLXY,05L,RV,ZLXY
STAR,ZLXY,23R,RV,ZLXY
STAR,ZLXY,23L,RV,ZLXY
STAR,ZLXY,05R,RV,ZLXY
STAR,ZLXY,05L,RV,ZLXY
SID,ZLXY,05L,NSH8W,DE05L XY410 FNH ZS XY406 PIKEM NSH
SID,ZLXY,05L,NSH9W,DE05L XY410 XY420 KLX XY404 UGSUT PIKEM NSH
SID,ZLXY,05L,TEB9W,DE05L XY410 DOVOP TEBIB
SID,ZLXY,05L,WJC9W,DE05L XY410 MIZ WJC
SID,ZLXY,05R,NSH8Z,XY510 XY420 XY530 FNH ZS XY406 PIKEM NSH
SID,ZLXY,05R,NSH9Z,XY510 XY420 XY520 KLX XY404 UGSUT PIKEM NSH
SID,ZLXY,05R,TEB9Z,XY510 XY420 XY530 DOVOP TEBIB
SID,ZLXY,05R,WJC9Z,XY510 XY420 MIZ WJC
SID,ZLXY,23L,NSH8Y,XY630 XY620 XY960 XY640 ZS XY406 PIKEM NSH
SID,ZLXY,23L,NSH9Y,XY630 XY620 ZNX XY609 NSH
SID,ZLXY,23L,TEB9Y,XY630 XY620 XY960 XY610 TEBIB
SID,ZLXY,23L,WJC9Y,XY630 XY620 XY960 FNH MIZ WJC
SID,ZLXY,23R,NSH8X,DE23R XY701 XY702 XY703 FNH ZS XY406 PIKEM NSH
SID,ZLXY,23R,NSH9X,DE23R XY701 XY702 ZNX XY609 NSH
SID,ZLXY,23R,TEB9X,DE23R XY701 XY702 XY703 XY610 TEBIB
SID,ZLXY,23R,WJC9X,DE23R XY701 XY702 XY703 FNH MIZ WJC
STAR,ZLXY,05L,HO1W,HO XY904 FNH XY906 XY914 XY960 XY958 XY959 FI05L
STAR,ZLXY,05L,LOV1W,LOVRA XY901 XY902 DOVOP FNH XY906 XY914 XY960 XY958 XY959 FI05L
STAR,ZLXY,05L,LOV2W,LOVRA XY903 XY904 FNH XY906 XY914 XY960 XY958 XY959 FI05L
STAR,ZLXY,05L,NSH1W,NSH XY908 XY909 XY910 ZS XY911 XY917 XY918 ZNX XY958 XY959 FI05L
STAR,ZLXY,05L,NSH2W,NSH XY921 XY907 XY922 XY940 XY906 XY914 XY960 XY958 XY959 FI05L
STAR,ZLXY,05L,NSH3W,NSH XY908 XY909 XY910 ZS XY906 XY914 XY960 XY958 XY959 FI05L
STAR,ZLXY,05R,HO1W,HO XY904 FNH XY906 XY914 XY960 XY919 XY920 FI05R
STAR,ZLXY,05R,LOV1W,LOVRA XY901 XY902 DOVOP FNH XY906 XY914 XY960 XY919 XY920 FI05R
STAR,ZLXY,05R,LOV2W,LOVRA XY903 XY904 FNH XY906 XY914 XY960 XY919 XY920 FI05R
STAR,ZLXY,05R,NSH1W,NSH XY908 XY909 XY910 ZS XY911 XY917 XY918 ZNX XY919 XY920 FI05R
STAR,ZLXY,05R,NSH2W,NSH XY921 XY907 XY922 XY940 XY906 XY914 XY960 XY919 XY920 FI05R
STAR,ZLXY,05R,NSH3W,NSH XY908 XY909 XY910 ZS XY906 XY914 XY960 XY919 XY920 FI05R
STAR,ZLXY,23L,HO1Y,HO XY904 XY905 XY801 XY806 XY807 XY815 XY804 XY805 FI23L
STAR,ZLXY,23L,LOV1Y,LOVRA XY901 XY902 DOVOP XY905 XY801 XY806 XY807 XY815 XY804 XY805 FI23L
STAR,ZLXY,23L,LOV2Y,LOVRA XY901 XY902 MIZ XY804 XY805 FI23L
STAR,ZLXY,23L,LOV3Y,LOVRA XY903 XY904 XY905 XY801 XY806 XY807 XY815 XY804 XY805 FI23L
STAR,ZLXY,23L,NSH1Y,NSH XY908 XY909 XY910 ZS XY803 XY809 XY810 XY802 XY808 XY805 FI23L
STAR,ZLXY,23L,NSH2Y,NSH XY908 XY909 XY910 ZS XY801 XY806 XY807 XY815 XY804 XY805 FI23L
STAR,ZLXY,23R,HO1Y,HO XY904 XY905 XY801 XY806 XY807 XY815 XY813 XY859 FI23R
STAR,ZLXY,23R,LOV1Y,LOVRA XY901 XY902 DOVOP XY905 XY801 XY806 XY807 XY815 XY813 XY859 FI23R
STAR,ZLXY,23R,LOV2Y,LOVRA XY901 XY902 MIZ XY813 XY859 FI23R
STAR,ZLXY,23R,LOV3Y,LOVRA XY903 XY904 XY905 XY801 XY806 XY807 XY815 XY813 XY859 FI23R
STAR,ZLXY,23R,NSH1Y,NSH XY908 XY909 XY910 ZS XY803 XY809 XY810 XY802 XY808 XY859 FI23R
STAR,ZLXY,23R,NSH2Y,NSH XY908 XY909 XY910 ZS XY801 XY806 XY807 XY815 XY813 XY859 FI23R
SID,ZPJH,34,RV,ZPJH
SID,ZPJH,16,RV,ZPJH
STAR,ZPJH,34,RV,ZPJH
STAR,ZPJH,16,RV,ZPJH
SID,ZPJH,16,SAG81D,JH401 JH402 JH403 NOKET SAGAG
SID,ZPJH,34,SAG91D,JH422 NOKET SAGAG
STAR,ZPJH,16,SAG81A,SAGAG NOKET JH811 JH808 JH807 CI16 FI16
STAR,ZPJH,34,SAG91A,SAGAG NOKET JH906 JH904 JH903 FI34
SID,ZPLJ,20,RV,ZPLJ
SID,ZPLJ,02,RV,ZPLJ
STAR,ZPLJ,20,RV,ZPLJ
STAR,ZPLJ,02,RV,ZPLJ
SID,ZPLJ,02,DAL21D,LJ711 CEH OGAVA DAL
SID,ZPLJ,02,SB21D,LJ711 LJ717 MUBOP SB
SID,ZPLJ,20,DAL31D,LJ401 LJ402 LJ404 DAL
SID,ZPLJ,20,SB31D,LJ403 LJ723 LJ725 CEH MUBOP SB
SID,ZPLJ,20,SB32D,LJ401 LJ402 CEH MUBOP SB
STAR,ZPLJ,02,DAL21A,DAL LJ716 LJ706 LJ705 CI02 FI02
STAR,ZPLJ,20,DAL31A,DAL OGAVA LJ715 LJ709 LJ710 LJ711 LJ609 LJ607 LJ606 FI20
SID,ZPMS,23,RV,ZPMS
SID,ZPMS,05,RV,ZPMS
STAR,ZPMS,23,RV,ZPMS
STAR,ZPMS,05,RV,ZPMS
SID,ZPMS,05,TOS81D,MS301 MS302 MS303 MS902 TOSEM
SID,ZPMS,23,TOS91D,MS401 MS405 MS407 MS408 MS409 MS410 MS411 MS902 TOSEM
SID,ZPMS,23,TOS92D,MS401 LUM MS404 MS411 MS902 TOSEM
SID,ZPMS,23,TOS93D,MS401 LUM MS410 MS411 MS902 TOSEM
STAR,ZPMS,23,TOS91A,TOSEM MS902 MS209 MS901 CI23 FI23
SID,ZPPP,22,RV,ZPPP
SID,ZPPP,21,RV,ZPPP
SID,ZPPP,04,RV,ZPPP
SID,ZPPP,03,RV,ZPPP
STAR,ZPPP,22,RV,ZPPP
STAR,ZPPP,21,RV,ZPPP
STAR,ZPPP,04,RV,ZPPP
STAR,ZPPP,03,RV,ZPPP
SID,ZPPP,03,DAD9W,DER03 PP413 XFA PP402 PP403 DADOL
SID,ZPPP,03,ELA9W,DER03 PP413 XFA PP402 SGM PP404 ELASU
SID,ZPPP,03,GUL9W,DER03 PP413 XFA PP402 SGM GULOT
SID,ZPPP,03,LXI9W,DER03 PP411 PP401 ATOLO LXI
SID,ZPPP,03,NOD8W,DER03 PP415 DJT NODIB
SID,ZPPP,03,NOD9W,DER03 PP411 PP406 DJT NODIB
SID,ZPPP,04,DAD9X,DER04 PP414 XFA PP402 PP403 DADOL
SID,ZPPP,04,ELA9X,DER04 PP414 XFA PP402 SGM PP404 ELASU
SID,ZPPP,04,GUL9X,DER04 PP414 XFA PP402 SGM GULOT
SID,ZPPP,04,LXI9X,DER04 PP412 PP401 ATOLO LXI
SID,ZPPP,04,NOD8X,DER04 PP416 DJT NODIB
SID,ZPPP,04,NOD9X,DER04 PP412 PP406 DJT NODIB
SID,ZPPP,21,DAD1Y,DER21 DADOL
SID,ZPPP,21,DAD9Y,DER21 PP407 SGM PP409 DADOL
SID,ZPPP,21,ELA9Y,DER21 PP407 SGM PP404 ELASU
SID,ZPPP,21,GUL9Y,DER21 PP407 SGM GULOT
SID,ZPPP,21,LXI9Y,DER21 PP407 ATOLO LXI
SID,ZPPP,21,NIX9Y,DER21 PP407 SGM PP409 NIXAS
SID,ZPPP,21,NOD9Y,DER21 PP407 ATOLO DJT NODIB
SID,ZPPP,22,DAD1Z,PP405 DADOL
SID,ZPPP,22,DAD9Z,PP405 PP408 SGM PP409 DADOL
SID,ZPPP,22,ELA9Z,PP405 PP408 SGM PP404 ELASU
SID,ZPPP,22,GUL9Z,PP405 PP408 SGM GULOT
SID,ZPPP,22,LXI9Z,PP405 PP408 ATOLO LXI
SID,ZPPP,22,NIX9Z,PP405 PP408 SGM PP409 NIXAS
SID,ZPPP,22,NOD9Z,PP405 PP408 ATOLO DJT NODIB
STAR,ZPPP,03,ELA1J,ELASU PP536 XSJ PP503 CI03 FI03
STAR,ZPPP,03,ELA2J,ELASU PP536 PM527 PM525 PM524 PM523 PM522 PM521 PM520 MP3 PP505 PP503 CI03 FI03
STAR,ZPPP,03,ELA3J,ELASU PP536 PM559 PM558 PM557 PM556 PM555 PM554 PM553 PM552 PM551 PM550 XSJ PP503 CI03 FI03
STAR,ZPPP,03,ELA4J,ELASU IDPUG PP506 PP503 CI03 FI03
STAR,ZPPP,03,GUL1J,GULOT PM529 PM528 PM527 PM525 PM524 PM523 PM522 PM521 PM520 MP3 PP505 PP503 CI03 FI03
STAR,ZPPP,03,LXI1J,LXI PM539 PM554 XSJ PP503 CI03 FI03
STAR,ZPPP,03,LXI2J,LXI PM539 PM554 PM553 PM552 PM551 PM550 XSJ PP503 CI03 FI03
STAR,ZPPP,03,MEB1J,MEBNA PP501 PP517 PP515 PP511 PM508 PM507 PM506 PM505 PM504 PM503 PM502 PM501 MP3 PP505 PP503 CI03 FI03
STAR,ZPPP,03,XIS1J,XISLI PP502 PP516 PP512 PM537 PM536 PM535 PM534 XSJ PP503 CI03 FI03
STAR,ZPPP,03,XIS2J,XISLI PP502 PP517 PP515 PP511 PM508 PM507 PM506 PM505 PM504 PM503 PM502 PM501 MP3 PP505 PP503 CI03 FI03
